,stop_id_x,stop_name_x,stop_desc_x,stop_lat_x,stop_lon_x,zone_id_x,stop_url_x,location_type_x,parent_station_x,place_id_x,place_name_x,trip_id,arrival_time_x,departure_time_x,stop_sequence_x,stop_headsign_x,pickup_type_x,drop_off_type_x,shape_dist_traveled_x,stop_id_y,stop_name_y,stop_desc_y,stop_lat_y,stop_lon_y,zone_id_y,stop_url_y,location_type_y,parent_station_y,place_id_y,place_name_y,arrival_time_y,departure_time_y,stop_sequence_y,stop_headsign_y,pickup_type_y,drop_off_type_y,shape_dist_traveled_y,duration
2,StopPoint:OCEOUIGO-87324095,Futuroscope,,46.669918,0.377209,,,0,StopArea:OCE87324095,france_1,Futuroscope,OCESN4021F2638200:2023-10-09T00:43:50Z,10:10:00,10:13:00,4,,0,0,,StopPoint:OCEOUIGO-87581009,Bordeaux Saint-Jean,,44.825823,-0.556012,,,0,StopArea:OCE87581009,france_24,Bordeaux,12:30:00,12:30:00,7,,1,0,,137.0
3,StopPoint:OCEOUIGO-87547000,Paris Austerlitz,,48.840496,2.367079,,,0,StopArea:OCE87547000,france_19,Paris,OCESN4021F2638200:2023-10-09T00:43:50Z,06:52:00,06:52:00,0,,0,1,,StopPoint:OCEOUIGO-87324095,Futuroscope,,46.669918,0.377209,,,0,StopArea:OCE87324095,france_1,Futuroscope,10:10:00,10:13:00,4,,0,0,,198.0
5,StopPoint:OCEOUIGO-87547000,Paris Austerlitz,,48.840496,2.367079,,,0,StopArea:OCE87547000,france_19,Paris,OCESN4021F2638200:2023-10-09T00:43:50Z,06:52:00,06:52:00,0,,0,1,,StopPoint:OCEOUIGO-87581009,Bordeaux Saint-Jean,,44.825823,-0.556012,,,0,StopArea:OCE87581009,france_24,Bordeaux,12:30:00,12:30:00,7,,1,0,,338.0
10,StopPoint:OCEOUIGO-87324095,Futuroscope,,46.669918,0.377209,,,0,StopArea:OCE87324095,france_1,Futuroscope,OCESN4022F2638201:2023-10-10T00:42:10Z,16:07:00,16:10:00,3,,0,0,,StopPoint:OCEOUIGO-87547000,Paris Austerlitz,,48.840496,2.367079,,,0,StopArea:OCE87547000,france_19,Paris,19:08:00,19:08:00,7,,1,0,,178.0
15,StopPoint:OCEOUIGO-87581009,Bordeaux Saint-Jean,,44.825823,-0.556012,,,0,StopArea:OCE87581009,france_24,Bordeaux,OCESN4022F2638201:2023-10-10T00:42:10Z,13:50:00,13:50:00,0,,0,1,,StopPoint:OCEOUIGO-87324095,Futuroscope,,46.669918,0.377209,,,0,StopArea:OCE87324095,france_1,Futuroscope,16:07:00,16:10:00,3,,0,0,,137.0
16,StopPoint:OCEOUIGO-87581009,Bordeaux Saint-Jean,,44.825823,-0.556012,,,0,StopArea:OCE87581009,france_24,Bordeaux,OCESN4022F2638201:2023-10-10T00:42:10Z,13:50:00,13:50:00,0,,0,1,,StopPoint:OCEOUIGO-87547000,Paris Austerlitz,,48.840496,2.367079,,,0,StopArea:OCE87547000,france_19,Paris,19:08:00,19:08:00,7,,1,0,,318.0
20,StopPoint:OCEOUIGO-87324095,Futuroscope,,46.669918,0.377209,,,0,StopArea:OCE87324095,france_1,Futuroscope,OCESN4023F2638202:2023-10-10T00:42:10Z,10:22:00,10:24:00,4,,0,0,,StopPoint:OCEOUIGO-87581009,Bordeaux Saint-Jean,,44.825823,-0.556012,,,0,StopArea:OCE87581009,france_24,Bordeaux,12:38:00,12:38:00,7,,1,0,,134.0
21,StopPoint:OCEOUIGO-87547000,Paris Austerlitz,,48.840496,2.367079,,,0,StopArea:OCE87547000,france_19,Paris,OCESN4023F2638202:2023-10-10T00:42:10Z,07:19:00,07:19:00,0,,0,1,,StopPoint:OCEOUIGO-87324095,Futuroscope,,46.669918,0.377209,,,0,StopArea:OCE87324095,france_1,Futuroscope,10:22:00,10:24:00,4,,0,0,,183.0
23,StopPoint:OCEOUIGO-87547000,Paris Austerlitz,,48.840496,2.367079,,,0,StopArea:OCE87547000,france_19,Paris,OCESN4023F2638202:2023-10-10T00:42:10Z,07:19:00,07:19:00,0,,0,1,,StopPoint:OCEOUIGO-87581009,Bordeaux Saint-Jean,,44.825823,-0.556012,,,0,StopArea:OCE87581009,france_24,Bordeaux,12:38:00,12:38:00,7,,1,0,,319.0
28,StopPoint:OCEOUIGO-87324095,Futuroscope,,46.669918,0.377209,,,0,StopArea:OCE87324095,france_1,Futuroscope,OCESN4024F2638203:2023-10-09T00:43:50Z,16:46:00,16:49:00,3,,0,0,,StopPoint:OCEOUIGO-87547000,Paris Austerlitz,,48.840496,2.367079,,,0,StopArea:OCE87547000,france_19,Paris,19:34:00,19:34:00,7,,1,0,,165.0
33,StopPoint:OCEOUIGO-87581009,Bordeaux Saint-Jean,,44.825823,-0.556012,,,0,StopArea:OCE87581009,france_24,Bordeaux,OCESN4024F2638203:2023-10-09T00:43:50Z,14:39:00,14:39:00,0,,0,1,,StopPoint:OCEOUIGO-87324095,Futuroscope,,46.669918,0.377209,,,0,StopArea:OCE87324095,france_1,Futuroscope,16:46:00,16:49:00,3,,0,0,,127.0
34,StopPoint:OCEOUIGO-87581009,Bordeaux Saint-Jean,,44.825823,-0.556012,,,0,StopArea:OCE87581009,france_24,Bordeaux,OCESN4024F2638203:2023-10-09T00:43:50Z,14:39:00,14:39:00,0,,0,1,,StopPoint:OCEOUIGO-87547000,Paris Austerlitz,,48.840496,2.367079,,,0,StopArea:OCE87547000,france_19,Paris,19:34:00,19:34:00,7,,1,0,,295.0
37,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,,48.795649,2.135924,,,0,StopArea:OCE87393009,france_2,Versailles Chantiers,OCESN4080F2148476:2023-04-24T00:48:34Z,10:53:00,10:56:00,4,,0,0,,StopPoint:OCEOUIGO-87393579,Massy-Palaiseau,,48.725631,2.257868,,,0,StopArea:OCE87393579,france_3,Massy-Palaiseau,11:15:00,11:18:00,5,,0,0,,19.0
40,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,,48.795649,2.135924,,,0,StopArea:OCE87393009,france_2,Versailles Chantiers,OCESN4080F2148476:2023-04-24T00:48:34Z,10:53:00,10:56:00,4,,0,0,,StopPoint:OCEOUIGO-87547000,Paris Austerlitz,,48.840496,2.367079,,,0,StopArea:OCE87547000,france_19,Paris,11:48:00,11:48:00,7,,1,0,,52.0
45,StopPoint:OCEOUIGO-87393579,Massy-Palaiseau,,48.725631,2.257868,,,0,StopArea:OCE87393579,france_3,Massy-Palaiseau,OCESN4080F2148476:2023-04-24T00:48:34Z,11:15:00,11:18:00,5,,0,0,,StopPoint:OCEOUIGO-87547000,Paris Austerlitz,,48.840496,2.367079,,,0,StopArea:OCE87547000,france_19,Paris,11:48:00,11:48:00,7,,1,0,,30.0
46,StopPoint:OCEOUIGO-87394007,Chartres,,48.448628,1.481202,,,0,StopArea:OCE87394007,france_4,Chartres,OCESN4080F2148476:2023-04-24T00:48:34Z,10:11:00,10:14:00,3,,0,0,,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,,48.795649,2.135924,,,0,StopArea:OCE87393009,france_2,Versailles Chantiers,10:53:00,10:56:00,4,,0,0,,39.0
47,StopPoint:OCEOUIGO-87394007,Chartres,,48.448628,1.481202,,,0,StopArea:OCE87394007,france_4,Chartres,OCESN4080F2148476:2023-04-24T00:48:34Z,10:11:00,10:14:00,3,,0,0,,StopPoint:OCEOUIGO-87393579,Massy-Palaiseau,,48.725631,2.257868,,,0,StopArea:OCE87393579,france_3,Massy-Palaiseau,11:15:00,11:18:00,5,,0,0,,61.0
50,StopPoint:OCEOUIGO-87394007,Chartres,,48.448628,1.481202,,,0,StopArea:OCE87394007,france_4,Chartres,OCESN4080F2148476:2023-04-24T00:48:34Z,10:11:00,10:14:00,3,,0,0,,StopPoint:OCEOUIGO-87547000,Paris Austerlitz,,48.840496,2.367079,,,0,StopArea:OCE87547000,france_19,Paris,11:48:00,11:48:00,7,,1,0,,94.0
51,StopPoint:OCEOUIGO-87396002,Le Mans,,47.995217,0.192434,,,0,StopArea:OCE87396002,france_5,Le Mans,OCESN4080F2148476:2023-04-24T00:48:34Z,09:07:00,09:10:00,2,,0,0,,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,,48.795649,2.135924,,,0,StopArea:OCE87393009,france_2,Versailles Chantiers,10:53:00,10:56:00,4,,0,0,,103.0
52,StopPoint:OCEOUIGO-87396002,Le Mans,,47.995217,0.192434,,,0,StopArea:OCE87396002,france_5,Le Mans,OCESN4080F2148476:2023-04-24T00:48:34Z,09:07:00,09:10:00,2,,0,0,,StopPoint:OCEOUIGO-87393579,Massy-Palaiseau,,48.725631,2.257868,,,0,StopArea:OCE87393579,france_3,Massy-Palaiseau,11:15:00,11:18:00,5,,0,0,,125.0
53,StopPoint:OCEOUIGO-87396002,Le Mans,,47.995217,0.192434,,,0,StopArea:OCE87396002,france_5,Le Mans,OCESN4080F2148476:2023-04-24T00:48:34Z,09:07:00,09:10:00,2,,0,0,,StopPoint:OCEOUIGO-87394007,Chartres,,48.448628,1.481202,,,0,StopArea:OCE87394007,france_4,Chartres,10:11:00,10:14:00,3,,0,0,,61.0
55,StopPoint:OCEOUIGO-87396002,Le Mans,,47.995217,0.192434,,,0,StopArea:OCE87396002,france_5,Le Mans,OCESN4080F2148476:2023-04-24T00:48:34Z,09:07:00,09:10:00,2,,0,0,,StopPoint:OCEOUIGO-87547000,Paris Austerlitz,,48.840496,2.367079,,,0,StopArea:OCE87547000,france_19,Paris,11:48:00,11:48:00,7,,1,0,,158.0
62,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,,48.795649,2.135924,,,0,StopArea:OCE87393009,france_2,Versailles Chantiers,OCESN4080F2279948:2023-05-22T00:50:30Z,10:53:00,10:56:00,4,,0,0,,StopPoint:OCEOUIGO-87393579,Massy-Palaiseau,,48.725631,2.257868,,,0,StopArea:OCE87393579,france_3,Massy-Palaiseau,11:15:00,11:18:00,5,,0,0,,19.0
65,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,,48.795649,2.135924,,,0,StopArea:OCE87393009,france_2,Versailles Chantiers,OCESN4080F2279948:2023-05-22T00:50:30Z,10:53:00,10:56:00,4,,0,0,,StopPoint:OCEOUIGO-87547000,Paris Austerlitz,,48.840496,2.367079,,,0,StopArea:OCE87547000,france_19,Paris,12:00:00,12:00:00,7,,1,0,,64.0
70,StopPoint:OCEOUIGO-87393579,Massy-Palaiseau,,48.725631,2.257868,,,0,StopArea:OCE87393579,france_3,Massy-Palaiseau,OCESN4080F2279948:2023-05-22T00:50:30Z,11:15:00,11:18:00,5,,0,0,,StopPoint:OCEOUIGO-87547000,Paris Austerlitz,,48.840496,2.367079,,,0,StopArea:OCE87547000,france_19,Paris,12:00:00,12:00:00,7,,1,0,,42.0
71,StopPoint:OCEOUIGO-87394007,Chartres,,48.448628,1.481202,,,0,StopArea:OCE87394007,france_4,Chartres,OCESN4080F2279948:2023-05-22T00:50:30Z,10:11:00,10:14:00,3,,0,0,,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,,48.795649,2.135924,,,0,StopArea:OCE87393009,france_2,Versailles Chantiers,10:53:00,10:56:00,4,,0,0,,39.0
72,StopPoint:OCEOUIGO-87394007,Chartres,,48.448628,1.481202,,,0,StopArea:OCE87394007,france_4,Chartres,OCESN4080F2279948:2023-05-22T00:50:30Z,10:11:00,10:14:00,3,,0,0,,StopPoint:OCEOUIGO-87393579,Massy-Palaiseau,,48.725631,2.257868,,,0,StopArea:OCE87393579,france_3,Massy-Palaiseau,11:15:00,11:18:00,5,,0,0,,61.0
75,StopPoint:OCEOUIGO-87394007,Chartres,,48.448628,1.481202,,,0,StopArea:OCE87394007,france_4,Chartres,OCESN4080F2279948:2023-05-22T00:50:30Z,10:11:00,10:14:00,3,,0,0,,StopPoint:OCEOUIGO-87547000,Paris Austerlitz,,48.840496,2.367079,,,0,StopArea:OCE87547000,france_19,Paris,12:00:00,12:00:00,7,,1,0,,106.0
76,StopPoint:OCEOUIGO-87396002,Le Mans,,47.995217,0.192434,,,0,StopArea:OCE87396002,france_5,Le Mans,OCESN4080F2279948:2023-05-22T00:50:30Z,09:07:00,09:10:00,2,,0,0,,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,,48.795649,2.135924,,,0,StopArea:OCE87393009,france_2,Versailles Chantiers,10:53:00,10:56:00,4,,0,0,,103.0
77,StopPoint:OCEOUIGO-87396002,Le Mans,,47.995217,0.192434,,,0,StopArea:OCE87396002,france_5,Le Mans,OCESN4080F2279948:2023-05-22T00:50:30Z,09:07:00,09:10:00,2,,0,0,,StopPoint:OCEOUIGO-87393579,Massy-Palaiseau,,48.725631,2.257868,,,0,StopArea:OCE87393579,france_3,Massy-Palaiseau,11:15:00,11:18:00,5,,0,0,,125.0
78,StopPoint:OCEOUIGO-87396002,Le Mans,,47.995217,0.192434,,,0,StopArea:OCE87396002,france_5,Le Mans,OCESN4080F2279948:2023-05-22T00:50:30Z,09:07:00,09:10:00,2,,0,0,,StopPoint:OCEOUIGO-87394007,Chartres,,48.448628,1.481202,,,0,StopArea:OCE87394007,france_4,Chartres,10:11:00,10:14:00,3,,0,0,,61.0
80,StopPoint:OCEOUIGO-87396002,Le Mans,,47.995217,0.192434,,,0,StopArea:OCE87396002,france_5,Le Mans,OCESN4080F2279948:2023-05-22T00:50:30Z,09:07:00,09:10:00,2,,0,0,,StopPoint:OCEOUIGO-87547000,Paris Austerlitz,,48.840496,2.367079,,,0,StopArea:OCE87547000,france_19,Paris,12:00:00,12:00:00,7,,1,0,,170.0
87,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,,48.795649,2.135924,,,0,StopArea:OCE87393009,france_2,Versailles Chantiers,OCESN4080F2298592:2023-05-30T00:42:56Z,10:54:00,10:57:00,4,,0,0,,StopPoint:OCEOUIGO-87393579,Massy-Palaiseau,,48.725631,2.257868,,,0,StopArea:OCE87393579,france_3,Massy-Palaiseau,11:22:00,11:25:00,5,,0,0,,25.0
90,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,,48.795649,2.135924,,,0,StopArea:OCE87393009,france_2,Versailles Chantiers,OCESN4080F2298592:2023-05-30T00:42:56Z,10:54:00,10:57:00,4,,0,0,,StopPoint:OCEOUIGO-87547000,Paris Austerlitz,,48.840496,2.367079,,,0,StopArea:OCE87547000,france_19,Paris,12:01:00,12:01:00,6,,1,0,,64.0
95,StopPoint:OCEOUIGO-87393579,Massy-Palaiseau,,48.725631,2.257868,,,0,StopArea:OCE87393579,france_3,Massy-Palaiseau,OCESN4080F2298592:2023-05-30T00:42:56Z,11:22:00,11:25:00,5,,0,0,,StopPoint:OCEOUIGO-87547000,Paris Austerlitz,,48.840496,2.367079,,,0,StopArea:OCE87547000,france_19,Paris,12:01:00,12:01:00,6,,1,0,,36.0
96,StopPoint:OCEOUIGO-87394007,Chartres,,48.448628,1.481202,,,0,StopArea:OCE87394007,france_4,Chartres,OCESN4080F2298592:2023-05-30T00:42:56Z,10:08:00,10:11:00,3,,0,0,,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,,48.795649,2.135924,,,0,StopArea:OCE87393009,france_2,Versailles Chantiers,10:54:00,10:57:00,4,,0,0,,43.0
97,StopPoint:OCEOUIGO-87394007,Chartres,,48.448628,1.481202,,,0,StopArea:OCE87394007,france_4,Chartres,OCESN4080F2298592:2023-05-30T00:42:56Z,10:08:00,10:11:00,3,,0,0,,StopPoint:OCEOUIGO-87393579,Massy-Palaiseau,,48.725631,2.257868,,,0,StopArea:OCE87393579,france_3,Massy-Palaiseau,11:22:00,11:25:00,5,,0,0,,71.0
100,StopPoint:OCEOUIGO-87394007,Chartres,,48.448628,1.481202,,,0,StopArea:OCE87394007,france_4,Chartres,OCESN4080F2298592:2023-05-30T00:42:56Z,10:08:00,10:11:00,3,,0,0,,StopPoint:OCEOUIGO-87547000,Paris Austerlitz,,48.840496,2.367079,,,0,StopArea:OCE87547000,france_19,Paris,12:01:00,12:01:00,6,,1,0,,110.0
101,StopPoint:OCEOUIGO-87396002,Le Mans,,47.995217,0.192434,,,0,StopArea:OCE87396002,france_5,Le Mans,OCESN4080F2298592:2023-05-30T00:42:56Z,09:06:00,09:09:00,2,,0,0,,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,,48.795649,2.135924,,,0,StopArea:OCE87393009,france_2,Versailles Chantiers,10:54:00,10:57:00,4,,0,0,,105.0
102,StopPoint:OCEOUIGO-87396002,Le Mans,,47.995217,0.192434,,,0,StopArea:OCE87396002,france_5,Le Mans,OCESN4080F2298592:2023-05-30T00:42:56Z,09:06:00,09:09:00,2,,0,0,,StopPoint:OCEOUIGO-87393579,Massy-Palaiseau,,48.725631,2.257868,,,0,StopArea:OCE87393579,france_3,Massy-Palaiseau,11:22:00,11:25:00,5,,0,0,,133.0
103,StopPoint:OCEOUIGO-87396002,Le Mans,,47.995217,0.192434,,,0,StopArea:OCE87396002,france_5,Le Mans,OCESN4080F2298592:2023-05-30T00:42:56Z,09:06:00,09:09:00,2,,0,0,,StopPoint:OCEOUIGO-87394007,Chartres,,48.448628,1.481202,,,0,StopArea:OCE87394007,france_4,Chartres,10:08:00,10:11:00,3,,0,0,,59.0
105,StopPoint:OCEOUIGO-87396002,Le Mans,,47.995217,0.192434,,,0,StopArea:OCE87396002,france_5,Le Mans,OCESN4080F2298592:2023-05-30T00:42:56Z,09:06:00,09:09:00,2,,0,0,,StopPoint:OCEOUIGO-87547000,Paris Austerlitz,,48.840496,2.367079,,,0,StopArea:OCE87547000,france_19,Paris,12:01:00,12:01:00,6,,1,0,,172.0
112,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,,48.795649,2.135924,,,0,StopArea:OCE87393009,france_2,Versailles Chantiers,OCESN4080F2327247:2023-06-06T00:44:36Z,11:09:00,11:12:00,4,,0,0,,StopPoint:OCEOUIGO-87393579,Massy-Palaiseau,,48.725631,2.257868,,,0,StopArea:OCE87393579,france_3,Massy-Palaiseau,11:27:00,11:30:00,5,,0,0,,15.0
115,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,,48.795649,2.135924,,,0,StopArea:OCE87393009,france_2,Versailles Chantiers,OCESN4080F2327247:2023-06-06T00:44:36Z,11:09:00,11:12:00,4,,0,0,,StopPoint:OCEOUIGO-87547000,Paris Austerlitz,,48.840496,2.367079,,,0,StopArea:OCE87547000,france_19,Paris,12:03:00,12:03:00,7,,1,0,,51.0
120,StopPoint:OCEOUIGO-87393579,Massy-Palaiseau,,48.725631,2.257868,,,0,StopArea:OCE87393579,france_3,Massy-Palaiseau,OCESN4080F2327247:2023-06-06T00:44:36Z,11:27:00,11:30:00,5,,0,0,,StopPoint:OCEOUIGO-87547000,Paris Austerlitz,,48.840496,2.367079,,,0,StopArea:OCE87547000,france_19,Paris,12:03:00,12:03:00,7,,1,0,,33.0
121,StopPoint:OCEOUIGO-87394007,Chartres,,48.448628,1.481202,,,0,StopArea:OCE87394007,france_4,Chartres,OCESN4080F2327247:2023-06-06T00:44:36Z,10:08:00,10:10:00,3,,0,0,,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,,48.795649,2.135924,,,0,StopArea:OCE87393009,france_2,Versailles Chantiers,11:09:00,11:12:00,4,,0,0,,59.0
122,StopPoint:OCEOUIGO-87394007,Chartres,,48.448628,1.481202,,,0,StopArea:OCE87394007,france_4,Chartres,OCESN4080F2327247:2023-06-06T00:44:36Z,10:08:00,10:10:00,3,,0,0,,StopPoint:OCEOUIGO-87393579,Massy-Palaiseau,,48.725631,2.257868,,,0,StopArea:OCE87393579,france_3,Massy-Palaiseau,11:27:00,11:30:00,5,,0,0,,77.0
125,StopPoint:OCEOUIGO-87394007,Chartres,,48.448628,1.481202,,,0,StopArea:OCE87394007,france_4,Chartres,OCESN4080F2327247:2023-06-06T00:44:36Z,10:08:00,10:10:00,3,,0,0,,StopPoint:OCEOUIGO-87547000,Paris Austerlitz,,48.840496,2.367079,,,0,StopArea:OCE87547000,france_19,Paris,12:03:00,12:03:00,7,,1,0,,113.0
126,StopPoint:OCEOUIGO-87396002,Le Mans,,47.995217,0.192434,,,0,StopArea:OCE87396002,france_5,Le Mans,OCESN4080F2327247:2023-06-06T00:44:36Z,09:06:00,09:09:00,2,,0,0,,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,,48.795649,2.135924,,,0,StopArea:OCE87393009,france_2,Versailles Chantiers,11:09:00,11:12:00,4,,0,0,,120.0
127,StopPoint:OCEOUIGO-87396002,Le Mans,,47.995217,0.192434,,,0,StopArea:OCE87396002,france_5,Le Mans,OCESN4080F2327247:2023-06-06T00:44:36Z,09:06:00,09:09:00,2,,0,0,,StopPoint:OCEOUIGO-87393579,Massy-Palaiseau,,48.725631,2.257868,,,0,StopArea:OCE87393579,france_3,Massy-Palaiseau,11:27:00,11:30:00,5,,0,0,,138.0
128,StopPoint:OCEOUIGO-87396002,Le Mans,,47.995217,0.192434,,,0,StopArea:OCE87396002,france_5,Le Mans,OCESN4080F2327247:2023-06-06T00:44:36Z,09:06:00,09:09:00,2,,0,0,,StopPoint:OCEOUIGO-87394007,Chartres,,48.448628,1.481202,,,0,StopArea:OCE87394007,france_4,Chartres,10:08:00,10:10:00,3,,0,0,,59.0
130,StopPoint:OCEOUIGO-87396002,Le Mans,,47.995217,0.192434,,,0,StopArea:OCE87396002,france_5,Le Mans,OCESN4080F2327247:2023-06-06T00:44:36Z,09:06:00,09:09:00,2,,0,0,,StopPoint:OCEOUIGO-87547000,Paris Austerlitz,,48.840496,2.367079,,,0,StopArea:OCE87547000,france_19,Paris,12:03:00,12:03:00,7,,1,0,,174.0
137,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,,48.795649,2.135924,,,0,StopArea:OCE87393009,france_2,Versailles Chantiers,OCESN4080F2347013:2023-06-13T00:44:37Z,11:08:00,11:11:00,4,,0,0,,StopPoint:OCEOUIGO-87393579,Massy-Palaiseau,,48.725631,2.257868,,,0,StopArea:OCE87393579,france_3,Massy-Palaiseau,11:27:00,11:30:00,5,,0,0,,16.0
140,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,,48.795649,2.135924,,,0,StopArea:OCE87393009,france_2,Versailles Chantiers,OCESN4080F2347013:2023-06-13T00:44:37Z,11:08:00,11:11:00,4,,0,0,,StopPoint:OCEOUIGO-87547000,Paris Austerlitz,,48.840496,2.367079,,,0,StopArea:OCE87547000,france_19,Paris,12:03:00,12:03:00,7,,1,0,,52.0
145,StopPoint:OCEOUIGO-87393579,Massy-Palaiseau,,48.725631,2.257868,,,0,StopArea:OCE87393579,france_3,Massy-Palaiseau,OCESN4080F2347013:2023-06-13T00:44:37Z,11:27:00,11:30:00,5,,0,0,,StopPoint:OCEOUIGO-87547000,Paris Austerlitz,,48.840496,2.367079,,,0,StopArea:OCE87547000,france_19,Paris,12:03:00,12:03:00,7,,1,0,,33.0
146,StopPoint:OCEOUIGO-87394007,Chartres,,48.448628,1.481202,,,0,StopArea:OCE87394007,france_4,Chartres,OCESN4080F2347013:2023-06-13T00:44:37Z,10:08:00,10:10:00,3,,0,0,,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,,48.795649,2.135924,,,0,StopArea:OCE87393009,france_2,Versailles Chantiers,11:08:00,11:11:00,4,,0,0,,58.0
147,StopPoint:OCEOUIGO-87394007,Chartres,,48.448628,1.481202,,,0,StopArea:OCE87394007,france_4,Chartres,OCESN4080F2347013:2023-06-13T00:44:37Z,10:08:00,10:10:00,3,,0,0,,StopPoint:OCEOUIGO-87393579,Massy-Palaiseau,,48.725631,2.257868,,,0,StopArea:OCE87393579,france_3,Massy-Palaiseau,11:27:00,11:30:00,5,,0,0,,77.0
150,StopPoint:OCEOUIGO-87394007,Chartres,,48.448628,1.481202,,,0,StopArea:OCE87394007,france_4,Chartres,OCESN4080F2347013:2023-06-13T00:44:37Z,10:08:00,10:10:00,3,,0,0,,StopPoint:OCEOUIGO-87547000,Paris Austerlitz,,48.840496,2.367079,,,0,StopArea:OCE87547000,france_19,Paris,12:03:00,12:03:00,7,,1,0,,113.0
151,StopPoint:OCEOUIGO-87396002,Le Mans,,47.995217,0.192434,,,0,StopArea:OCE87396002,france_5,Le Mans,OCESN4080F2347013:2023-06-13T00:44:37Z,09:06:00,09:09:00,2,,0,0,,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,,48.795649,2.135924,,,0,StopArea:OCE87393009,france_2,Versailles Chantiers,11:08:00,11:11:00,4,,0,0,,119.0
152,StopPoint:OCEOUIGO-87396002,Le Mans,,47.995217,0.192434,,,0,StopArea:OCE87396002,france_5,Le Mans,OCESN4080F2347013:2023-06-13T00:44:37Z,09:06:00,09:09:00,2,,0,0,,StopPoint:OCEOUIGO-87393579,Massy-Palaiseau,,48.725631,2.257868,,,0,StopArea:OCE87393579,france_3,Massy-Palaiseau,11:27:00,11:30:00,5,,0,0,,138.0
153,StopPoint:OCEOUIGO-87396002,Le Mans,,47.995217,0.192434,,,0,StopArea:OCE87396002,france_5,Le Mans,OCESN4080F2347013:2023-06-13T00:44:37Z,09:06:00,09:09:00,2,,0,0,,StopPoint:OCEOUIGO-87394007,Chartres,,48.448628,1.481202,,,0,StopArea:OCE87394007,france_4,Chartres,10:08:00,10:10:00,3,,0,0,,59.0
155,StopPoint:OCEOUIGO-87396002,Le Mans,,47.995217,0.192434,,,0,StopArea:OCE87396002,france_5,Le Mans,OCESN4080F2347013:2023-06-13T00:44:37Z,09:06:00,09:09:00,2,,0,0,,StopPoint:OCEOUIGO-87547000,Paris Austerlitz,,48.840496,2.367079,,,0,StopArea:OCE87547000,france_19,Paris,12:03:00,12:03:00,7,,1,0,,174.0
162,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,,48.795649,2.135924,,,0,StopArea:OCE87393009,france_2,Versailles Chantiers,OCESN4080F2463167:2023-07-27T00:30:26Z,11:21:00,11:24:00,4,,0,0,,StopPoint:OCEOUIGO-87393579,Massy-Palaiseau,,48.725631,2.257868,,,0,StopArea:OCE87393579,france_3,Massy-Palaiseau,11:44:00,11:47:00,5,,0,0,,20.0
165,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,,48.795649,2.135924,,,0,StopArea:OCE87393009,france_2,Versailles Chantiers,OCESN4080F2463167:2023-07-27T00:30:26Z,11:21:00,11:24:00,4,,0,0,,StopPoint:OCEOUIGO-87547000,Paris Austerlitz,,48.840496,2.367079,,,0,StopArea:OCE87547000,france_19,Paris,12:30:00,12:30:00,7,,1,0,,66.0
170,StopPoint:OCEOUIGO-87393579,Massy-Palaiseau,,48.725631,2.257868,,,0,StopArea:OCE87393579,france_3,Massy-Palaiseau,OCESN4080F2463167:2023-07-27T00:30:26Z,11:44:00,11:47:00,5,,0,0,,StopPoint:OCEOUIGO-87547000,Paris Austerlitz,,48.840496,2.367079,,,0,StopArea:OCE87547000,france_19,Paris,12:30:00,12:30:00,7,,1,0,,43.0
171,StopPoint:OCEOUIGO-87394007,Chartres,,48.448628,1.481202,,,0,StopArea:OCE87394007,france_4,Chartres,OCESN4080F2463167:2023-07-27T00:30:26Z,10:27:00,10:30:00,3,,0,0,,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,,48.795649,2.135924,,,0,StopArea:OCE87393009,france_2,Versailles Chantiers,11:21:00,11:24:00,4,,0,0,,51.0
172,StopPoint:OCEOUIGO-87394007,Chartres,,48.448628,1.481202,,,0,StopArea:OCE87394007,france_4,Chartres,OCESN4080F2463167:2023-07-27T00:30:26Z,10:27:00,10:30:00,3,,0,0,,StopPoint:OCEOUIGO-87393579,Massy-Palaiseau,,48.725631,2.257868,,,0,StopArea:OCE87393579,france_3,Massy-Palaiseau,11:44:00,11:47:00,5,,0,0,,74.0
