,stop_id_x,stop_name_x,stop_desc_x,stop_lat_x,stop_lon_x,zone_id_x,stop_url_x,location_type_x,parent_station_x,place_id_x,place_name_x,trip_id,arrival_time_x,departure_time_x,stop_sequence_x,stop_headsign_x,pickup_type_x,drop_off_type_x,shape_dist_traveled_x,stop_id_y,stop_name_y,stop_desc_y,stop_lat_y,stop_lon_y,zone_id_y,stop_url_y,location_type_y,parent_station_y,place_id_y,place_name_y,arrival_time_y,departure_time_y,stop_sequence_y,stop_headsign_y,pickup_type_y,drop_off_type_y,shape_dist_traveled_y,duration
7211,StopPoint:OCEINTERCITES-87781104,Narbonne,,43.190664,3.005562,,,0,StopArea:OCE87781104,france_127,Narbonne,OCESN4657F2218006:2023-08-29T11:49:37Z,11:58:00,12:01:00,5,,0,0,,StopPoint:OCEINTERCITES-87773200,Sète,,43.412808,3.69641,,,0,StopArea:OCE87773200,france_124,Sète,12:34:00,12:36:00,6,,0,0,,33.0
7212,StopPoint:OCEINTERCITES-87781104,Narbonne,,43.190664,3.005562,,,0,StopArea:OCE87781104,france_127,Narbonne,OCESN4657F2218006:2023-08-29T11:49:37Z,11:58:00,12:01:00,5,,0,0,,StopPoint:OCEINTERCITES-87775007,Nîmes Centre,,43.832387,4.366081,,,0,StopArea:OCE87775007,france_125,Nîmes,13:22:00,13:25:00,8,,0,0,,81.0
7215,StopPoint:OCEINTERCITES-87581009,Bordeaux Saint-Jean,,44.825823,-0.556012,,,0,StopArea:OCE87581009,france_24,Bordeaux,OCESN4657F2239488:2023-08-29T11:49:37Z,08:28:00,08:28:00,0,,0,1,,StopPoint:OCEINTERCITES-87611004,Toulouse Matabiau,,43.611437,1.454237,,,0,StopArea:OCE87611004,france_38,Toulouse,10:37:00,10:45:00,3,,0,0,,129.0
7216,StopPoint:OCEINTERCITES-87581009,Bordeaux Saint-Jean,,44.825823,-0.556012,,,0,StopArea:OCE87581009,france_24,Bordeaux,OCESN4657F2239488:2023-08-29T11:49:37Z,08:28:00,08:28:00,0,,0,1,,StopPoint:OCEINTERCITES-87615286,Carcassonne,,43.218165,2.35243,,,0,StopArea:OCE87615286,france_72,Carcassonne,11:27:00,11:29:00,4,,0,0,,179.0
7217,StopPoint:OCEINTERCITES-87581009,Bordeaux Saint-Jean,,44.825823,-0.556012,,,0,StopArea:OCE87581009,france_24,Bordeaux,OCESN4657F2239488:2023-08-29T11:49:37Z,08:28:00,08:28:00,0,,0,1,,StopPoint:OCEINTERCITES-87751008,Marseille Saint-Charles,,43.30303,5.380555,,,0,StopArea:OCE87751008,france_105,Marseille,14:37:00,14:37:00,10,,1,0,,369.0
7218,StopPoint:OCEINTERCITES-87581009,Bordeaux Saint-Jean,,44.825823,-0.556012,,,0,StopArea:OCE87581009,france_24,Bordeaux,OCESN4657F2239488:2023-08-29T11:49:37Z,08:28:00,08:28:00,0,,0,1,,StopPoint:OCEINTERCITES-87753657,Arles,,43.685359,4.632109,,,0,StopArea:OCE87753657,france_106,Arles,13:50:00,13:52:00,9,,0,0,,322.0
7219,StopPoint:OCEINTERCITES-87581009,Bordeaux Saint-Jean,,44.825823,-0.556012,,,0,StopArea:OCE87581009,france_24,Bordeaux,OCESN4657F2239488:2023-08-29T11:49:37Z,08:28:00,08:28:00,0,,0,1,,StopPoint:OCEINTERCITES-87773002,Montpellier Saint-Roch,,43.60478,3.881168,,,0,StopArea:OCE87773002,france_123,Montpellier,12:54:00,12:58:00,7,,0,0,,266.0
7220,StopPoint:OCEINTERCITES-87581009,Bordeaux Saint-Jean,,44.825823,-0.556012,,,0,StopArea:OCE87581009,france_24,Bordeaux,OCESN4657F2239488:2023-08-29T11:49:37Z,08:28:00,08:28:00,0,,0,1,,StopPoint:OCEINTERCITES-87773200,Sète,,43.412808,3.69641,,,0,StopArea:OCE87773200,france_124,Sète,12:34:00,12:36:00,6,,0,0,,246.0
7221,StopPoint:OCEINTERCITES-87581009,Bordeaux Saint-Jean,,44.825823,-0.556012,,,0,StopArea:OCE87581009,france_24,Bordeaux,OCESN4657F2239488:2023-08-29T11:49:37Z,08:28:00,08:28:00,0,,0,1,,StopPoint:OCEINTERCITES-87775007,Nîmes Centre,,43.832387,4.366081,,,0,StopArea:OCE87775007,france_125,Nîmes,13:22:00,13:25:00,8,,0,0,,294.0
7222,StopPoint:OCEINTERCITES-87581009,Bordeaux Saint-Jean,,44.825823,-0.556012,,,0,StopArea:OCE87581009,france_24,Bordeaux,OCESN4657F2239488:2023-08-29T11:49:37Z,08:28:00,08:28:00,0,,0,1,,StopPoint:OCEINTERCITES-87781104,Narbonne,,43.190664,3.005562,,,0,StopArea:OCE87781104,france_127,Narbonne,11:58:00,12:01:00,5,,0,0,,210.0
7225,StopPoint:OCEINTERCITES-87611004,Toulouse Matabiau,,43.611437,1.454237,,,0,StopArea:OCE87611004,france_38,Toulouse,OCESN4657F2239488:2023-08-29T11:49:37Z,10:37:00,10:45:00,3,,0,0,,StopPoint:OCEINTERCITES-87615286,Carcassonne,,43.218165,2.35243,,,0,StopArea:OCE87615286,france_72,Carcassonne,11:27:00,11:29:00,4,,0,0,,42.0
7226,StopPoint:OCEINTERCITES-87611004,Toulouse Matabiau,,43.611437,1.454237,,,0,StopArea:OCE87611004,france_38,Toulouse,OCESN4657F2239488:2023-08-29T11:49:37Z,10:37:00,10:45:00,3,,0,0,,StopPoint:OCEINTERCITES-87751008,Marseille Saint-Charles,,43.30303,5.380555,,,0,StopArea:OCE87751008,france_105,Marseille,14:37:00,14:37:00,10,,1,0,,232.0
7227,StopPoint:OCEINTERCITES-87611004,Toulouse Matabiau,,43.611437,1.454237,,,0,StopArea:OCE87611004,france_38,Toulouse,OCESN4657F2239488:2023-08-29T11:49:37Z,10:37:00,10:45:00,3,,0,0,,StopPoint:OCEINTERCITES-87753657,Arles,,43.685359,4.632109,,,0,StopArea:OCE87753657,france_106,Arles,13:50:00,13:52:00,9,,0,0,,185.0
7228,StopPoint:OCEINTERCITES-87611004,Toulouse Matabiau,,43.611437,1.454237,,,0,StopArea:OCE87611004,france_38,Toulouse,OCESN4657F2239488:2023-08-29T11:49:37Z,10:37:00,10:45:00,3,,0,0,,StopPoint:OCEINTERCITES-87773002,Montpellier Saint-Roch,,43.60478,3.881168,,,0,StopArea:OCE87773002,france_123,Montpellier,12:54:00,12:58:00,7,,0,0,,129.0
7229,StopPoint:OCEINTERCITES-87611004,Toulouse Matabiau,,43.611437,1.454237,,,0,StopArea:OCE87611004,france_38,Toulouse,OCESN4657F2239488:2023-08-29T11:49:37Z,10:37:00,10:45:00,3,,0,0,,StopPoint:OCEINTERCITES-87773200,Sète,,43.412808,3.69641,,,0,StopArea:OCE87773200,france_124,Sète,12:34:00,12:36:00,6,,0,0,,109.0
7230,StopPoint:OCEINTERCITES-87611004,Toulouse Matabiau,,43.611437,1.454237,,,0,StopArea:OCE87611004,france_38,Toulouse,OCESN4657F2239488:2023-08-29T11:49:37Z,10:37:00,10:45:00,3,,0,0,,StopPoint:OCEINTERCITES-87775007,Nîmes Centre,,43.832387,4.366081,,,0,StopArea:OCE87775007,france_125,Nîmes,13:22:00,13:25:00,8,,0,0,,157.0
7231,StopPoint:OCEINTERCITES-87611004,Toulouse Matabiau,,43.611437,1.454237,,,0,StopArea:OCE87611004,france_38,Toulouse,OCESN4657F2239488:2023-08-29T11:49:37Z,10:37:00,10:45:00,3,,0,0,,StopPoint:OCEINTERCITES-87781104,Narbonne,,43.190664,3.005562,,,0,StopArea:OCE87781104,france_127,Narbonne,11:58:00,12:01:00,5,,0,0,,73.0
7235,StopPoint:OCEINTERCITES-87615286,Carcassonne,,43.218165,2.35243,,,0,StopArea:OCE87615286,france_72,Carcassonne,OCESN4657F2239488:2023-08-29T11:49:37Z,11:27:00,11:29:00,4,,0,0,,StopPoint:OCEINTERCITES-87751008,Marseille Saint-Charles,,43.30303,5.380555,,,0,StopArea:OCE87751008,france_105,Marseille,14:37:00,14:37:00,10,,1,0,,188.0
7236,StopPoint:OCEINTERCITES-87615286,Carcassonne,,43.218165,2.35243,,,0,StopArea:OCE87615286,france_72,Carcassonne,OCESN4657F2239488:2023-08-29T11:49:37Z,11:27:00,11:29:00,4,,0,0,,StopPoint:OCEINTERCITES-87753657,Arles,,43.685359,4.632109,,,0,StopArea:OCE87753657,france_106,Arles,13:50:00,13:52:00,9,,0,0,,141.0
7237,StopPoint:OCEINTERCITES-87615286,Carcassonne,,43.218165,2.35243,,,0,StopArea:OCE87615286,france_72,Carcassonne,OCESN4657F2239488:2023-08-29T11:49:37Z,11:27:00,11:29:00,4,,0,0,,StopPoint:OCEINTERCITES-87773002,Montpellier Saint-Roch,,43.60478,3.881168,,,0,StopArea:OCE87773002,france_123,Montpellier,12:54:00,12:58:00,7,,0,0,,85.0
7238,StopPoint:OCEINTERCITES-87615286,Carcassonne,,43.218165,2.35243,,,0,StopArea:OCE87615286,france_72,Carcassonne,OCESN4657F2239488:2023-08-29T11:49:37Z,11:27:00,11:29:00,4,,0,0,,StopPoint:OCEINTERCITES-87773200,Sète,,43.412808,3.69641,,,0,StopArea:OCE87773200,france_124,Sète,12:34:00,12:36:00,6,,0,0,,65.0
7239,StopPoint:OCEINTERCITES-87615286,Carcassonne,,43.218165,2.35243,,,0,StopArea:OCE87615286,france_72,Carcassonne,OCESN4657F2239488:2023-08-29T11:49:37Z,11:27:00,11:29:00,4,,0,0,,StopPoint:OCEINTERCITES-87775007,Nîmes Centre,,43.832387,4.366081,,,0,StopArea:OCE87775007,france_125,Nîmes,13:22:00,13:25:00,8,,0,0,,113.0
7240,StopPoint:OCEINTERCITES-87615286,Carcassonne,,43.218165,2.35243,,,0,StopArea:OCE87615286,france_72,Carcassonne,OCESN4657F2239488:2023-08-29T11:49:37Z,11:27:00,11:29:00,4,,0,0,,StopPoint:OCEINTERCITES-87781104,Narbonne,,43.190664,3.005562,,,0,StopArea:OCE87781104,france_127,Narbonne,11:58:00,12:01:00,5,,0,0,,29.0
7253,StopPoint:OCEINTERCITES-87753657,Arles,,43.685359,4.632109,,,0,StopArea:OCE87753657,france_106,Arles,OCESN4657F2239488:2023-08-29T11:49:37Z,13:50:00,13:52:00,9,,0,0,,StopPoint:OCEINTERCITES-87751008,Marseille Saint-Charles,,43.30303,5.380555,,,0,StopArea:OCE87751008,france_105,Marseille,14:37:00,14:37:00,10,,1,0,,45.0
7262,StopPoint:OCEINTERCITES-87773002,Montpellier Saint-Roch,,43.60478,3.881168,,,0,StopArea:OCE87773002,france_123,Montpellier,OCESN4657F2239488:2023-08-29T11:49:37Z,12:54:00,12:58:00,7,,0,0,,StopPoint:OCEINTERCITES-87751008,Marseille Saint-Charles,,43.30303,5.380555,,,0,StopArea:OCE87751008,france_105,Marseille,14:37:00,14:37:00,10,,1,0,,99.0
7263,StopPoint:OCEINTERCITES-87773002,Montpellier Saint-Roch,,43.60478,3.881168,,,0,StopArea:OCE87773002,france_123,Montpellier,OCESN4657F2239488:2023-08-29T11:49:37Z,12:54:00,12:58:00,7,,0,0,,StopPoint:OCEINTERCITES-87753657,Arles,,43.685359,4.632109,,,0,StopArea:OCE87753657,france_106,Arles,13:50:00,13:52:00,9,,0,0,,52.0
7266,StopPoint:OCEINTERCITES-87773002,Montpellier Saint-Roch,,43.60478,3.881168,,,0,StopArea:OCE87773002,france_123,Montpellier,OCESN4657F2239488:2023-08-29T11:49:37Z,12:54:00,12:58:00,7,,0,0,,StopPoint:OCEINTERCITES-87775007,Nîmes Centre,,43.832387,4.366081,,,0,StopArea:OCE87775007,france_125,Nîmes,13:22:00,13:25:00,8,,0,0,,24.0
7271,StopPoint:OCEINTERCITES-87773200,Sète,,43.412808,3.69641,,,0,StopArea:OCE87773200,france_124,Sète,OCESN4657F2239488:2023-08-29T11:49:37Z,12:34:00,12:36:00,6,,0,0,,StopPoint:OCEINTERCITES-87751008,Marseille Saint-Charles,,43.30303,5.380555,,,0,StopArea:OCE87751008,france_105,Marseille,14:37:00,14:37:00,10,,1,0,,121.0
7272,StopPoint:OCEINTERCITES-87773200,Sète,,43.412808,3.69641,,,0,StopArea:OCE87773200,france_124,Sète,OCESN4657F2239488:2023-08-29T11:49:37Z,12:34:00,12:36:00,6,,0,0,,StopPoint:OCEINTERCITES-87753657,Arles,,43.685359,4.632109,,,0,StopArea:OCE87753657,france_106,Arles,13:50:00,13:52:00,9,,0,0,,74.0
7273,StopPoint:OCEINTERCITES-87773200,Sète,,43.412808,3.69641,,,0,StopArea:OCE87773200,france_124,Sète,OCESN4657F2239488:2023-08-29T11:49:37Z,12:34:00,12:36:00,6,,0,0,,StopPoint:OCEINTERCITES-87773002,Montpellier Saint-Roch,,43.60478,3.881168,,,0,StopArea:OCE87773002,france_123,Montpellier,12:54:00,12:58:00,7,,0,0,,18.0
7275,StopPoint:OCEINTERCITES-87773200,Sète,,43.412808,3.69641,,,0,StopArea:OCE87773200,france_124,Sète,OCESN4657F2239488:2023-08-29T11:49:37Z,12:34:00,12:36:00,6,,0,0,,StopPoint:OCEINTERCITES-87775007,Nîmes Centre,,43.832387,4.366081,,,0,StopArea:OCE87775007,france_125,Nîmes,13:22:00,13:25:00,8,,0,0,,46.0
7280,StopPoint:OCEINTERCITES-87775007,Nîmes Centre,,43.832387,4.366081,,,0,StopArea:OCE87775007,france_125,Nîmes,OCESN4657F2239488:2023-08-29T11:49:37Z,13:22:00,13:25:00,8,,0,0,,StopPoint:OCEINTERCITES-87751008,Marseille Saint-Charles,,43.30303,5.380555,,,0,StopArea:OCE87751008,france_105,Marseille,14:37:00,14:37:00,10,,1,0,,72.0
7281,StopPoint:OCEINTERCITES-87775007,Nîmes Centre,,43.832387,4.366081,,,0,StopArea:OCE87775007,france_125,Nîmes,OCESN4657F2239488:2023-08-29T11:49:37Z,13:22:00,13:25:00,8,,0,0,,StopPoint:OCEINTERCITES-87753657,Arles,,43.685359,4.632109,,,0,StopArea:OCE87753657,france_106,Arles,13:50:00,13:52:00,9,,0,0,,25.0
7289,StopPoint:OCEINTERCITES-87781104,Narbonne,,43.190664,3.005562,,,0,StopArea:OCE87781104,france_127,Narbonne,OCESN4657F2239488:2023-08-29T11:49:37Z,11:58:00,12:01:00,5,,0,0,,StopPoint:OCEINTERCITES-87751008,Marseille Saint-Charles,,43.30303,5.380555,,,0,StopArea:OCE87751008,france_105,Marseille,14:37:00,14:37:00,10,,1,0,,156.0
7290,StopPoint:OCEINTERCITES-87781104,Narbonne,,43.190664,3.005562,,,0,StopArea:OCE87781104,france_127,Narbonne,OCESN4657F2239488:2023-08-29T11:49:37Z,11:58:00,12:01:00,5,,0,0,,StopPoint:OCEINTERCITES-87753657,Arles,,43.685359,4.632109,,,0,StopArea:OCE87753657,france_106,Arles,13:50:00,13:52:00,9,,0,0,,109.0
7291,StopPoint:OCEINTERCITES-87781104,Narbonne,,43.190664,3.005562,,,0,StopArea:OCE87781104,france_127,Narbonne,OCESN4657F2239488:2023-08-29T11:49:37Z,11:58:00,12:01:00,5,,0,0,,StopPoint:OCEINTERCITES-87773002,Montpellier Saint-Roch,,43.60478,3.881168,,,0,StopArea:OCE87773002,france_123,Montpellier,12:54:00,12:58:00,7,,0,0,,53.0
7292,StopPoint:OCEINTERCITES-87781104,Narbonne,,43.190664,3.005562,,,0,StopArea:OCE87781104,france_127,Narbonne,OCESN4657F2239488:2023-08-29T11:49:37Z,11:58:00,12:01:00,5,,0,0,,StopPoint:OCEINTERCITES-87773200,Sète,,43.412808,3.69641,,,0,StopArea:OCE87773200,france_124,Sète,12:34:00,12:36:00,6,,0,0,,33.0
7293,StopPoint:OCEINTERCITES-87781104,Narbonne,,43.190664,3.005562,,,0,StopArea:OCE87781104,france_127,Narbonne,OCESN4657F2239488:2023-08-29T11:49:37Z,11:58:00,12:01:00,5,,0,0,,StopPoint:OCEINTERCITES-87775007,Nîmes Centre,,43.832387,4.366081,,,0,StopArea:OCE87775007,france_125,Nîmes,13:22:00,13:25:00,8,,0,0,,81.0
7296,StopPoint:OCEINTERCITES-87581009,Bordeaux Saint-Jean,,44.825823,-0.556012,,,0,StopArea:OCE87581009,france_24,Bordeaux,OCESN4657F2359566:2023-09-13T00:38:32Z,08:28:00,08:28:00,0,,0,1,,StopPoint:OCEINTERCITES-87611004,Toulouse Matabiau,,43.611437,1.454237,,,0,StopArea:OCE87611004,france_38,Toulouse,10:37:00,10:37:00,3,,1,0,,129.0
7300,StopPoint:OCEINTERCITES-87581009,Bordeaux Saint-Jean,,44.825823,-0.556012,,,0,StopArea:OCE87581009,france_24,Bordeaux,OCESN4657F2542117:2023-10-07T00:44:23Z,08:28:00,08:28:00,0,,0,1,,StopPoint:OCEINTERCITES-87611004,Toulouse Matabiau,,43.611437,1.454237,,,0,StopArea:OCE87611004,france_38,Toulouse,10:38:00,10:43:00,3,,0,0,,130.0
7301,StopPoint:OCEINTERCITES-87581009,Bordeaux Saint-Jean,,44.825823,-0.556012,,,0,StopArea:OCE87581009,france_24,Bordeaux,OCESN4657F2542117:2023-10-07T00:44:23Z,08:28:00,08:28:00,0,,0,1,,StopPoint:OCEINTERCITES-87615286,Carcassonne,,43.218165,2.35243,,,0,StopArea:OCE87615286,france_72,Carcassonne,11:28:00,11:31:00,4,,0,0,,180.0
7302,StopPoint:OCEINTERCITES-87581009,Bordeaux Saint-Jean,,44.825823,-0.556012,,,0,StopArea:OCE87581009,france_24,Bordeaux,OCESN4657F2542117:2023-10-07T00:44:23Z,08:28:00,08:28:00,0,,0,1,,StopPoint:OCEINTERCITES-87751008,Marseille Saint-Charles,,43.30303,5.380555,,,0,StopArea:OCE87751008,france_105,Marseille,14:36:00,14:36:00,10,,1,0,,368.0
7303,StopPoint:OCEINTERCITES-87581009,Bordeaux Saint-Jean,,44.825823,-0.556012,,,0,StopArea:OCE87581009,france_24,Bordeaux,OCESN4657F2542117:2023-10-07T00:44:23Z,08:28:00,08:28:00,0,,0,1,,StopPoint:OCEINTERCITES-87753657,Arles,,43.685359,4.632109,,,0,StopArea:OCE87753657,france_106,Arles,13:48:00,13:50:00,9,,0,0,,320.0
7304,StopPoint:OCEINTERCITES-87581009,Bordeaux Saint-Jean,,44.825823,-0.556012,,,0,StopArea:OCE87581009,france_24,Bordeaux,OCESN4657F2542117:2023-10-07T00:44:23Z,08:28:00,08:28:00,0,,0,1,,StopPoint:OCEINTERCITES-87773002,Montpellier Saint-Roch,,43.60478,3.881168,,,0,StopArea:OCE87773002,france_123,Montpellier,12:56:00,13:00:00,7,,0,0,,268.0
7305,StopPoint:OCEINTERCITES-87581009,Bordeaux Saint-Jean,,44.825823,-0.556012,,,0,StopArea:OCE87581009,france_24,Bordeaux,OCESN4657F2542117:2023-10-07T00:44:23Z,08:28:00,08:28:00,0,,0,1,,StopPoint:OCEINTERCITES-87773200,Sète,,43.412808,3.69641,,,0,StopArea:OCE87773200,france_124,Sète,12:37:00,12:39:00,6,,0,0,,249.0
7306,StopPoint:OCEINTERCITES-87581009,Bordeaux Saint-Jean,,44.825823,-0.556012,,,0,StopArea:OCE87581009,france_24,Bordeaux,OCESN4657F2542117:2023-10-07T00:44:23Z,08:28:00,08:28:00,0,,0,1,,StopPoint:OCEINTERCITES-87775007,Nîmes Centre,,43.832387,4.366081,,,0,StopArea:OCE87775007,france_125,Nîmes,13:24:00,13:27:00,8,,0,0,,296.0
7307,StopPoint:OCEINTERCITES-87581009,Bordeaux Saint-Jean,,44.825823,-0.556012,,,0,StopArea:OCE87581009,france_24,Bordeaux,OCESN4657F2542117:2023-10-07T00:44:23Z,08:28:00,08:28:00,0,,0,1,,StopPoint:OCEINTERCITES-87781104,Narbonne,,43.190664,3.005562,,,0,StopArea:OCE87781104,france_127,Narbonne,12:00:00,12:04:00,5,,0,0,,212.0
7310,StopPoint:OCEINTERCITES-87611004,Toulouse Matabiau,,43.611437,1.454237,,,0,StopArea:OCE87611004,france_38,Toulouse,OCESN4657F2542117:2023-10-07T00:44:23Z,10:38:00,10:43:00,3,,0,0,,StopPoint:OCEINTERCITES-87615286,Carcassonne,,43.218165,2.35243,,,0,StopArea:OCE87615286,france_72,Carcassonne,11:28:00,11:31:00,4,,0,0,,45.0
7311,StopPoint:OCEINTERCITES-87611004,Toulouse Matabiau,,43.611437,1.454237,,,0,StopArea:OCE87611004,france_38,Toulouse,OCESN4657F2542117:2023-10-07T00:44:23Z,10:38:00,10:43:00,3,,0,0,,StopPoint:OCEINTERCITES-87751008,Marseille Saint-Charles,,43.30303,5.380555,,,0,StopArea:OCE87751008,france_105,Marseille,14:36:00,14:36:00,10,,1,0,,233.0
7312,StopPoint:OCEINTERCITES-87611004,Toulouse Matabiau,,43.611437,1.454237,,,0,StopArea:OCE87611004,france_38,Toulouse,OCESN4657F2542117:2023-10-07T00:44:23Z,10:38:00,10:43:00,3,,0,0,,StopPoint:OCEINTERCITES-87753657,Arles,,43.685359,4.632109,,,0,StopArea:OCE87753657,france_106,Arles,13:48:00,13:50:00,9,,0,0,,185.0
7313,StopPoint:OCEINTERCITES-87611004,Toulouse Matabiau,,43.611437,1.454237,,,0,StopArea:OCE87611004,france_38,Toulouse,OCESN4657F2542117:2023-10-07T00:44:23Z,10:38:00,10:43:00,3,,0,0,,StopPoint:OCEINTERCITES-87773002,Montpellier Saint-Roch,,43.60478,3.881168,,,0,StopArea:OCE87773002,france_123,Montpellier,12:56:00,13:00:00,7,,0,0,,133.0
7314,StopPoint:OCEINTERCITES-87611004,Toulouse Matabiau,,43.611437,1.454237,,,0,StopArea:OCE87611004,france_38,Toulouse,OCESN4657F2542117:2023-10-07T00:44:23Z,10:38:00,10:43:00,3,,0,0,,StopPoint:OCEINTERCITES-87773200,Sète,,43.412808,3.69641,,,0,StopArea:OCE87773200,france_124,Sète,12:37:00,12:39:00,6,,0,0,,114.0
7315,StopPoint:OCEINTERCITES-87611004,Toulouse Matabiau,,43.611437,1.454237,,,0,StopArea:OCE87611004,france_38,Toulouse,OCESN4657F2542117:2023-10-07T00:44:23Z,10:38:00,10:43:00,3,,0,0,,StopPoint:OCEINTERCITES-87775007,Nîmes Centre,,43.832387,4.366081,,,0,StopArea:OCE87775007,france_125,Nîmes,13:24:00,13:27:00,8,,0,0,,161.0
7316,StopPoint:OCEINTERCITES-87611004,Toulouse Matabiau,,43.611437,1.454237,,,0,StopArea:OCE87611004,france_38,Toulouse,OCESN4657F2542117:2023-10-07T00:44:23Z,10:38:00,10:43:00,3,,0,0,,StopPoint:OCEINTERCITES-87781104,Narbonne,,43.190664,3.005562,,,0,StopArea:OCE87781104,france_127,Narbonne,12:00:00,12:04:00,5,,0,0,,77.0
7320,StopPoint:OCEINTERCITES-87615286,Carcassonne,,43.218165,2.35243,,,0,StopArea:OCE87615286,france_72,Carcassonne,OCESN4657F2542117:2023-10-07T00:44:23Z,11:28:00,11:31:00,4,,0,0,,StopPoint:OCEINTERCITES-87751008,Marseille Saint-Charles,,43.30303,5.380555,,,0,StopArea:OCE87751008,france_105,Marseille,14:36:00,14:36:00,10,,1,0,,185.0
7321,StopPoint:OCEINTERCITES-87615286,Carcassonne,,43.218165,2.35243,,,0,StopArea:OCE87615286,france_72,Carcassonne,OCESN4657F2542117:2023-10-07T00:44:23Z,11:28:00,11:31:00,4,,0,0,,StopPoint:OCEINTERCITES-87753657,Arles,,43.685359,4.632109,,,0,StopArea:OCE87753657,france_106,Arles,13:48:00,13:50:00,9,,0,0,,137.0
7322,StopPoint:OCEINTERCITES-87615286,Carcassonne,,43.218165,2.35243,,,0,StopArea:OCE87615286,france_72,Carcassonne,OCESN4657F2542117:2023-10-07T00:44:23Z,11:28:00,11:31:00,4,,0,0,,StopPoint:OCEINTERCITES-87773002,Montpellier Saint-Roch,,43.60478,3.881168,,,0,StopArea:OCE87773002,france_123,Montpellier,12:56:00,13:00:00,7,,0,0,,85.0
7323,StopPoint:OCEINTERCITES-87615286,Carcassonne,,43.218165,2.35243,,,0,StopArea:OCE87615286,france_72,Carcassonne,OCESN4657F2542117:2023-10-07T00:44:23Z,11:28:00,11:31:00,4,,0,0,,StopPoint:OCEINTERCITES-87773200,Sète,,43.412808,3.69641,,,0,StopArea:OCE87773200,france_124,Sète,12:37:00,12:39:00,6,,0,0,,66.0
7324,StopPoint:OCEINTERCITES-87615286,Carcassonne,,43.218165,2.35243,,,0,StopArea:OCE87615286,france_72,Carcassonne,OCESN4657F2542117:2023-10-07T00:44:23Z,11:28:00,11:31:00,4,,0,0,,StopPoint:OCEINTERCITES-87775007,Nîmes Centre,,43.832387,4.366081,,,0,StopArea:OCE87775007,france_125,Nîmes,13:24:00,13:27:00,8,,0,0,,113.0
7325,StopPoint:OCEINTERCITES-87615286,Carcassonne,,43.218165,2.35243,,,0,StopArea:OCE87615286,france_72,Carcassonne,OCESN4657F2542117:2023-10-07T00:44:23Z,11:28:00,11:31:00,4,,0,0,,StopPoint:OCEINTERCITES-87781104,Narbonne,,43.190664,3.005562,,,0,StopArea:OCE87781104,france_127,Narbonne,12:00:00,12:04:00,5,,0,0,,29.0
7338,StopPoint:OCEINTERCITES-87753657,Arles,,43.685359,4.632109,,,0,StopArea:OCE87753657,france_106,Arles,OCESN4657F2542117:2023-10-07T00:44:23Z,13:48:00,13:50:00,9,,0,0,,StopPoint:OCEINTERCITES-87751008,Marseille Saint-Charles,,43.30303,5.380555,,,0,StopArea:OCE87751008,france_105,Marseille,14:36:00,14:36:00,10,,1,0,,46.0
7347,StopPoint:OCEINTERCITES-87773002,Montpellier Saint-Roch,,43.60478,3.881168,,,0,StopArea:OCE87773002,france_123,Montpellier,OCESN4657F2542117:2023-10-07T00:44:23Z,12:56:00,13:00:00,7,,0,0,,StopPoint:OCEINTERCITES-87751008,Marseille Saint-Charles,,43.30303,5.380555,,,0,StopArea:OCE87751008,france_105,Marseille,14:36:00,14:36:00,10,,1,0,,96.0
7348,StopPoint:OCEINTERCITES-87773002,Montpellier Saint-Roch,,43.60478,3.881168,,,0,StopArea:OCE87773002,france_123,Montpellier,OCESN4657F2542117:2023-10-07T00:44:23Z,12:56:00,13:00:00,7,,0,0,,StopPoint:OCEINTERCITES-87753657,Arles,,43.685359,4.632109,,,0,StopArea:OCE87753657,france_106,Arles,13:48:00,13:50:00,9,,0,0,,48.0
7351,StopPoint:OCEINTERCITES-87773002,Montpellier Saint-Roch,,43.60478,3.881168,,,0,StopArea:OCE87773002,france_123,Montpellier,OCESN4657F2542117:2023-10-07T00:44:23Z,12:56:00,13:00:00,7,,0,0,,StopPoint:OCEINTERCITES-87775007,Nîmes Centre,,43.832387,4.366081,,,0,StopArea:OCE87775007,france_125,Nîmes,13:24:00,13:27:00,8,,0,0,,24.0
7356,StopPoint:OCEINTERCITES-87773200,Sète,,43.412808,3.69641,,,0,StopArea:OCE87773200,france_124,Sète,OCESN4657F2542117:2023-10-07T00:44:23Z,12:37:00,12:39:00,6,,0,0,,StopPoint:OCEINTERCITES-87751008,Marseille Saint-Charles,,43.30303,5.380555,,,0,StopArea:OCE87751008,france_105,Marseille,14:36:00,14:36:00,10,,1,0,,117.0
7357,StopPoint:OCEINTERCITES-87773200,Sète,,43.412808,3.69641,,,0,StopArea:OCE87773200,france_124,Sète,OCESN4657F2542117:2023-10-07T00:44:23Z,12:37:00,12:39:00,6,,0,0,,StopPoint:OCEINTERCITES-87753657,Arles,,43.685359,4.632109,,,0,StopArea:OCE87753657,france_106,Arles,13:48:00,13:50:00,9,,0,0,,69.0
